prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7,prop_8,C1,C2,urban,developed,nature,name,city,size,color,is_region,annotation
0.006419,0.277109,0.248483,0.076087,0.057663,0.002256,0,0.331983,-0.388387698,-0.039247636,0.656553,0.656553,0.343447,aachen_4.tif,aachen,2,10,1,
0,0.397454,0.103544,0.071379,0.07914,0.000214,0.219252,0.129017,0.225350222,-0.006509587,0.30394,0.523192,0.476808,aachen_42.tif,aachen,2,10,1,
0,0.219277,0.237426,0.133975,0.161191,0,0,0.248131,-0.261119535,-0.014066652,0.619532,0.619532,0.380468,aachen_43.tif,aachen,2,10,1,
0,0.241511706,0.176436702,0.083302246,0.200099612,0.000551068,0.00682884,0.291269826,-0.278448721,0.071769718,0.551008774,0.557837614,0.442162386,aachen_46.tif,aachen,2,10,1,
0,0.308945,0.055098,0.02368,0.066618,0.000289,0.516582,0.028788,0.693571289,-0.153429778,0.107566,0.624148,0.375852,aachen_47.tif,aachen,2,10,1,
0,0.30159,0.082546,0.033315,0.172369,0.000199,0.317623,0.092358,0.366393618,-0.05004537,0.208219,0.525842,0.474158,aachen_49.tif,aachen,2,10,1,
0,0.191932,0.285822,0.065711,0.173172,0.003079,0,0.280284,-0.273096488,-0.048281972,0.631817,0.631817,0.368183,aachen_5.tif,aachen,2,10,1,
0,0.220418,0.161642,0.044434,0.125228,3.10E-05,0.324172,0.124075,0.292054224,-0.182471404,0.330151,0.654323,0.345677,aachen_51.tif,aachen,2,10,1,
0,0.182772,0.292166,0.17078,0.037865,0,0.064216,0.252201,-0.427696311,-0.164986615,0.715147,0.779363,0.220637,aachen_52.tif,aachen,2,10,1,
0,0.102586821,0.284432275,0.092007736,0.111375891,0,0,0.409597277,-0.38276078,-0.248450796,0.786037288,0.786037288,0.213962712,aachen_53.tif,aachen,2,10,1,
0,0.253997,0.086156,0.040486,0.328968,0.01189,0.169704,0.108799,0.204049968,0.119110231,0.235441,0.405145,0.594855,aachen_55.tif,aachen,2,10,1,
0,0.42568,0.169212,0.079638,0.062892,0,0,0.262578,-0.17869255,0.080106876,0.511428,0.511428,0.488572,aachen_56.tif,aachen,2,10,1,
0,0.328759,0.253929,0.083444,0.071416,0,0,0.262452,-0.31115214,0.00546916,0.599825,0.599825,0.400175,aachen_57.tif,aachen,2,10,1,
0,0.284432,0.258693,0.106475,0.158908,0.000722,0,0.19077,-0.310504932,0.071596733,0.555938,0.555938,0.444062,aachen_59.tif,aachen,2,10,1,
0,0.41877,0.164675,0.092765,0.050398,0,0.09484,0.178552,-0.017188532,0.013687803,0.435992,0.530832,0.469168,aachen_6.tif,aachen,2,10,1,
0,0.302620421,0.10375683,0.06621753,0.115538924,8.80E-05,0.258341067,0.153437227,0.238758156,-0.072085416,0.323411587,0.581752654,0.418247346,aachen_63.tif,aachen,2,10,1,
0,0.352456,0.048993,0.12713,0.030602,0.000611,0.437566,0.002642,0.670319287,-0.058291843,0.178765,0.616331,0.383669,aachen_64.tif,aachen,2,10,1,
0,0.056074168,0.040644122,0.046384139,0.536169609,0.003896012,0.304990915,0.011841036,0.60597994,0.152532738,0.098869297,0.403860212,0.596139788,aachen_67.tif,aachen,2,10,1,
0,0.275516,0.049855,0.02975,0.115969,7.70E-05,0.475737,0.053096,0.576536855,-0.134822642,0.132701,0.608438,0.391562,aachen_68.tif,aachen,2,10,1,
0,0.406559,0.156998,0.057518,0.080608,0.008214,0.06651,0.223593,-0.107822958,0.022523414,0.438109,0.504619,0.495381,aachen_7.tif,aachen,2,10,1,
0,0.27336807,0.062227845,0.030875396,0.442153637,0.00027403,0.124901739,0.066199282,0.270457056,0.224388237,0.159302523,0.284204262,0.715795738,aachen_70.tif,aachen,2,10,1,
0,0.240617,0.017024,0.012405,0.101675,2.00E-06,0.618814,0.009463,0.785795473,-0.316433876,0.038892,0.657706,0.342294,aachen_8.tif,aachen,2,10,1,
0,0.418702,0.191334,0.0374,0.168276,0.003438,0,0.18085,-0.215963272,0.218797976,0.409584,0.409584,0.590416,aachen_9.tif,aachen,2,10,1,
0,0.323939323,0.191120148,0.019843102,0.33453846,0.024133682,0.077144623,0.029280663,0.035888992,0.226470574,0.240243912,0.317388535,0.682611465,abancay_1.tif,abancay,2,10,1,
0,0.166448593,0.37484169,0.132688522,0.068634987,0,0,0.257386208,-0.369911244,-0.199849801,0.76491642,0.76491642,0.23508358,abancay_10.tif,abancay,2,10,1,
0,0.510866165,0.180932045,0.036927223,0.144284248,0,0.036538124,0.090452194,-0.065122833,0.269487817,0.308311462,0.344849586,0.655150414,abancay_11.tif,abancay,2,10,1,
0,0.517108917,0.104372978,0.023736,0.276220322,0.024896622,0,0.053665161,-0.024221063,0.430755596,0.181774139,0.181774139,0.818225861,abancay_12.tif,abancay,2,10,1,
0,0.162055016,0.28254509,0.113009453,0.070209503,0.003908157,0,0.368272781,-0.419584459,-0.180334651,0.763827324,0.763827324,0.236172676,abancay_15.tif,abancay,2,10,1,
0,0.048483849,0.37977314,0.151473999,0.083226204,0,0.008054733,0.328988075,-0.363849521,-0.374798429,0.860235214,0.868289948,0.131710052,abancay_18.tif,abancay,2,10,1,
0,0.115140915,0.205682755,0.144709587,0.034070969,0,0,0.500395775,-0.530201032,-0.293918288,0.850788116,0.850788116,0.149211884,abancay_19.tif,abancay,2,10,1,
0,0.039958,0.299845695,0.15536499,0.034584999,0,0,0.470246315,-0.420638591,-0.397348265,0.925457001,0.925457001,0.074542999,abancay_20.tif,abancay,2,10,1,
0,0.105056763,0.247870445,0.13024044,0.156844139,0,0,0.359988213,-0.375089925,-0.131535634,0.738099098,0.738099098,0.261900902,abancay_22.tif,abancay,2,10,1,
0,0.134302139,0.150284767,0.097870827,0.05851841,0,0,0.559023857,-0.543166763,-0.238610488,0.807179451,0.807179451,0.192820549,abancay_23.tif,abancay,2,10,1,
0,0.664970296,0.034365096,0.024392894,0.256088486,0,0.017489535,0.002693694,0.072288161,0.595960482,0.061451684,0.078941218,0.921058782,abancay_24.tif,abancay,2,10,1,
0,0.251853943,0.262468338,0.035697937,0.164620399,0,0.187409401,0.097949982,0.109865635,-0.13257699,0.396116257,0.583525658,0.416474342,abancay_27.tif,abancay,2,10,1,
0,0.057682037,0.375864983,0.125434875,0.06614399,0,0,0.374874115,-0.369736035,-0.349320007,0.876173973,0.876173973,0.123826027,abancay_28.tif,abancay,2,10,1,
0,0.389709473,0.28719902,0.071940422,0.112312317,0,0.074796677,0.064042091,-0.125507157,0.035347274,0.423181534,0.49797821,0.50202179,abancay_29.tif,abancay,2,10,1,
0,0.164730072,0.200281143,0.070072174,0.160539627,0.000850677,0,0.403526306,-0.415243936,-0.069873759,0.673879623,0.673879623,0.326120377,abancay_3.tif,abancay,2,10,1,
0,0.219205856,0.233131409,0.113095284,0.08681488,8.30E-05,0,0.347669601,-0.380338087,-0.059411493,0.693896294,0.693896294,0.306103706,abancay_30.tif,abancay,2,10,1,
0,0.159911156,0.309643745,0.122030258,0.120389938,0,0.015476227,0.272548676,-0.292460628,-0.162619577,0.704222679,0.719698906,0.280301094,abancay_32.tif,abancay,2,10,1,
0,0.287067413,0.206512451,0.114048958,0.094796181,0,0.016412735,0.281162262,-0.273532293,-0.027920694,0.601723671,0.618136406,0.381863594,abancay_33.tif,abancay,2,10,1,
0.004939079,0.596464157,0.015707016,0.004288673,0.28033638,0,0.086986542,0.011278152,0.144364331,0.530929251,0.031273842,0.118260384,0.881739616,abancay_34.tif,abancay,2,10,1,
0,0.210956573,0.240643501,0.096665382,0.112175941,0.000605583,0.115991592,0.222961426,-0.136303919,-0.168623845,0.560270309,0.676261902,0.323738098,abancay_37.tif,abancay,2,10,1,
0,0.082531929,0.336357117,0.074397087,0.069570541,0,0.044365883,0.392777443,-0.312270144,-0.378751226,0.803531647,0.84789753,0.15210247,abancay_4.tif,abancay,2,10,1,
0,0.02743721,0.28972435,0.097757339,0.018798828,0,0,0.566282272,-0.533213441,-0.433512053,0.953763962,0.953763962,0.046236038,abancay_40.tif,abancay,2,10,1,
0,0.219089508,0.365594864,0.058684349,0.131729126,0,0,0.224902153,-0.331346264,-0.11216604,0.649181366,0.649181366,0.350818634,abancay_41.tif,abancay,2,10,1,
0,0.124809265,0.318666458,0.131241798,0.013215065,0,0,0.412067413,-0.386539868,-0.358295557,0.86197567,0.86197567,0.13802433,abancay_42.tif,abancay,2,10,1,
0,0.111114502,0.308423996,0.145605087,0.060062408,0,0,0.374794006,-0.364952446,-0.304709459,0.82882309,0.82882309,0.17117691,abancay_43.tif,abancay,2,10,1,
0,0.118553162,0.272388458,0.10026741,0.093780518,0,0.103655815,0.311354637,-0.151557343,-0.35158879,0.684010506,0.787666321,0.212333679,abancay_44.tif,abancay,2,10,1,
0,0.361297607,0.115245819,0.062238693,0.183740616,0,0.102004051,0.175473213,0.032807506,0.141383665,0.352957726,0.454961777,0.545038223,abancay_45.tif,abancay,2,10,1,
0,0.129514694,0.479009628,0.070206642,0.076913834,0,0,0.244355202,-0.404301657,-0.315576899,0.793571472,0.793571472,0.206428528,abancay_46.tif,abancay,2,10,1,
0,0.638651848,0.020701408,0.012703896,0.264430046,0,0.03144455,0.032068253,0.100779173,0.569337583,0.065473557,0.096918106,0.903081894,abancay_47.tif,abancay,2,10,1,
0,0.073379517,0.25889492,0.087096214,0.067214012,0,0,0.513415337,-0.437878075,-0.380724354,0.859406471,0.859406471,0.140593529,abancay_48.tif,abancay,2,10,1,
0,0.299156189,0.232439995,0.05461216,0.123674393,0,0.007615089,0.282502174,-0.286116445,0.036802863,0.569554329,0.577169418,0.422830582,abancay_5.tif,abancay,2,10,1,
0,0.282193184,0.265969276,0.091943741,0.09617424,0,0,0.263719559,-0.296779628,-0.019423167,0.621632576,0.621632576,0.378367424,abancay_50.tif,abancay,2,10,1,
0,0.2094841,0.289879799,0.062695503,0.136246681,0,0.026050568,0.275643349,-0.251224389,-0.10937744,0.628218651,0.654269218,0.345730782,abancay_7.tif,abancay,2,10,1,
1.91E-06,0.307456017,0.306051254,0.051840782,0.115966797,0.0013237,0.091858864,0.125500679,-0.100465241,-0.093439486,0.483392715,0.575251579,0.424748421,abancay_8.tif,abancay,2,10,1,
0,0.098258018,0.189236641,0.10408783,0.069120407,0.004891396,0,0.534405708,-0.507163136,-0.259801278,0.827730179,0.827730179,0.172269821,abancay_9.tif,abancay,2,10,1,
0,0,0.121278827,0.053181345,0.01732033,0,0,0.808219498,-0.790800523,-0.229871294,0.98267967,0.98267967,0.01732033,accra_11.tif,accra,2,10,1,
0,0.006537029,0.108048794,0.076578531,0.02715462,0.011130823,0,0.770550204,-0.774301995,-0.257529816,0.955177529,0.955177529,0.044822471,accra_12.tif,accra,2,10,1,
0,0.000847055,0.109189992,0.115262415,0.022882666,0,0,0.751817872,-0.749994755,-0.296589874,0.976270279,0.976270279,0.023729721,accra_13.tif,accra,2,10,1,
0,0.044068336,0.345966339,0.111834526,0.099604607,0,0,0.398526192,-0.401278295,-0.313506331,0.856327057,0.856327057,0.143672943,accra_14.tif,accra,2,10,1,
0,0.723187447,0.072543144,0.02422142,0.123250008,0.03105545,0,0.025742531,-0.032716214,0.622912395,0.122507095,0.122507095,0.877492905,accra_15.tif,accra,2,10,1,
0,0.179828644,0.45149231,0.101882935,0.066908836,0,0,0.199887276,-0.405802286,-0.188153382,0.75326252,0.75326252,0.24673748,accra_16.tif,accra,2,10,1,
0,0.094846725,0.284221649,0.115538597,0.133976936,0,0,0.371416092,-0.371952575,-0.2073897,0.771176338,0.771176338,0.228823662,accra_17.tif,accra,2,10,1,
0,0.182555199,0.003121376,0.02009201,0.073609352,0,0.712908745,0.007713318,0.869308351,-0.443702959,0.030926704,0.743835449,0.256164551,accra_18.tif,accra,2,10,1,
0,0.494747162,0.160447121,0.031572342,0.198957443,0,0,0.114275932,-0.114356329,0.321720736,0.306295395,0.306295395,0.693704605,accra_20.tif,accra,2,10,1,
0,0.250328064,0.248292923,0.05654335,0.323449135,0,0,0.121386528,-0.136130928,0.189946377,0.426222801,0.426222801,0.573777199,accra_22.tif,accra,2,10,1,
0,0.235009193,0.32932663,0.078601837,0.122346878,0,0,0.234715462,-0.317559081,-0.086458999,0.642643929,0.642643929,0.357356071,accra_23.tif,accra,2,10,1,
0,0.289797783,0.116353989,0.041716576,0.403977394,0.001694679,0,0.146459579,-0.018958836,0.27646819,0.304530144,0.304530144,0.695469856,accra_28.tif,accra,2,10,1,
0,0.192305161,0.244355621,0.104798092,0.137131254,0.006613125,0,0.314796747,-0.305088097,-0.062004575,0.66395046,0.66395046,0.33604954,accra_3.tif,accra,2,10,1,
0,0.100049973,0.452249527,0.083436012,0.128872871,0,0,0.235391617,-0.346718955,-0.351686495,0.771077156,0.771077156,0.228922844,accra_30.tif,accra,2,10,1,
0,0.018504143,0.422474861,0.091695786,0.104298592,0,0,0.363026619,-0.448176886,-0.362940966,0.877197266,0.877197266,0.122802734,accra_32.tif,accra,2,10,1,
0,0.432313919,0.037579536,0.188555717,0.34030056,0,0,0.001250267,-0.062578091,0.467466525,0.227385521,0.227385521,0.772614479,accra_33.tif,accra,2,10,1,
0.072488785,0.482915878,0.099634171,0.023751259,0.049098969,0.232784271,0,0.039326668,-0.16869811,0.644311848,0.162712097,0.162712097,0.837287903,accra_35.tif,accra,2,10,1,
0.062403679,0.459348679,0.271034241,0.069005013,0.057984352,0.000859261,0,0.079364777,-0.138814279,0.159688404,0.41940403,0.41940403,0.58059597,accra_39.tif,accra,2,10,1,
0,0.084978321,0.334287648,0.108608687,0.081194802,0.003092364,0,0.387838179,-0.358323259,-0.312216283,0.830734514,0.830734514,0.169265486,accra_4.tif,accra,2,10,1,
0,0.638699532,0.149987221,0.139055252,0.025871277,0,0,0.046386719,-0.130796339,0.374995272,0.335429192,0.335429192,0.664570808,accra_41.tif,accra,2,10,1,
0,0.308734894,0.181688309,0.08023262,0.179514885,0.001852036,0,0.247977257,-0.225597179,0.108727249,0.509898186,0.509898186,0.490101814,accra_42.tif,accra,2,10,1,
0,0.580928802,0.061429024,0.015750885,0.330590248,0,0,0.011301041,0.036585841,0.513738823,0.088480949,0.088480949,0.911519051,accra_43.tif,accra,2,10,1,
0,0.136050224,0.289163589,0.143855095,0.029343605,0,0,0.401587486,-0.404420583,-0.333316491,0.834606171,0.834606171,0.165393829,accra_45.tif,accra,2,10,1,
0,0.120530128,0.005664825,0.015619278,0.006258011,0.034089088,0.795218468,0.022620201,0.973866557,-0.552708364,0.043904305,0.839122772,0.160877228,accra_46.tif,accra,2,10,1,
0,0.116481781,0.080910683,0.02346611,0.046717644,0,0.706451416,0.025972366,0.801413913,-0.517890905,0.130349159,0.836800575,0.163199425,accra_47.tif,accra,2,10,1,
0,0.133418083,0.026123047,0.020112038,0.104464531,0,0.703909874,0.011972427,0.848307446,-0.442924331,0.058207512,0.762117386,0.237882614,accra_49.tif,accra,2,10,1,
0,0.019737414,0.265908396,0.122840946,0.117694262,0,0,0.473818982,-0.457967472,-0.30074943,0.862568324,0.862568324,0.137431676,accra_5.tif,accra,2,10,1,
0,0.240695953,0.423547745,0.025621414,0.150743484,0.001226425,0,0.158164978,-0.362737467,-0.105016639,0.607334137,0.607334137,0.392665863,accra_50.tif,accra,2,10,1,
0,0.09280014,0,0.011304855,0.077112198,0,0.818680763,0.000102043,0.967600828,-0.56205859,0.011406898,0.830087662,0.169912338,accra_51.tif,accra,2,10,1,
0,0.253811836,0.330340385,0.084218979,0.133210182,0,0,0.198418617,-0.311929241,-0.036312655,0.612977982,0.612977982,0.387022018,accra_52.tif,accra,2,10,1,
0.0128479,0.601164818,0,0,0.034711838,0.351275444,0,0,-0.197346557,0.745130919,0,0,1,accra_53.tif,accra,2,10,1,
0,0.716482162,0.111756325,0.045462608,0.077375412,0,0,0.048923492,-0.000411961,0.484276464,0.206142426,0.206142426,0.793857574,accra_54.tif,accra,2,10,1,
0,0.650442123,0.083589554,0.064933777,0.072836876,0,0,0.12819767,-0.052454545,0.38155643,0.276721001,0.276721001,0.723278999,accra_55.tif,accra,2,10,1,
0,0.324448586,0.361958504,0.069815636,0.082262993,0,0.01121521,0.150299072,-0.23829478,-0.035200468,0.582073212,0.593288422,0.406711578,accra_56.tif,accra,2,10,1,
0,0.644696236,0.000596046,0.005730629,0.10367775,0.245299339,0,0,-0.123063528,0.740951231,0.006326675,0.006326675,0.993673325,accra_57.tif,accra,2,10,1,
0,0.650273323,0.046215057,0.024620056,0.048246384,0,0.217621803,0.013023376,0.386902331,0.298089133,0.08385849,0.301480293,0.698519707,accra_58.tif,accra,2,10,1,
0,0.726031303,0.053482056,0.062012672,0.127985001,0.014033318,0.002895355,0.013560295,-0.023273754,0.637033139,0.129055023,0.131950378,0.868049622,accra_59.tif,accra,2,10,1,
0,0.016406059,0.246642113,0.121006012,0.0975914,0,0,0.518354416,-0.491674645,-0.325922972,0.886002541,0.886002541,0.113997459,accra_6.tif,accra,2,10,1,
0,0.03441143,0.439932823,0.102410316,0.113424301,0,0,0.309821129,-0.451512857,-0.376266959,0.852164268,0.852164268,0.147835732,accra_60.tif,accra,2,10,1,
0,0.029082298,0.317112923,0.112879753,0.03267765,0,0,0.508247375,-0.468535299,-0.410259334,0.938240051,0.938240051,0.061759949,accra_62.tif,accra,2,10,1,
0,0.036800385,0.422777176,0.086403847,0.045183182,7.25E-05,0,0.408762932,-0.432613128,-0.402698152,0.917943954,0.917943954,0.082056046,accra_63.tif,accra,2,10,1,
0,0.338519096,0.191533089,0.05465889,0.138313293,0,0.153767586,0.123208046,0.075470332,-0.008121513,0.369400024,0.52316761,0.47683239,accra_64.tif,accra,2,10,1,
0,0.519156456,0.218083382,0.062473297,0.092637062,0,0,0.107649803,-0.105169375,0.24405954,0.388206482,0.388206482,0.611793518,accra_65.tif,accra,2,10,1,
0,0.763617516,0.039691925,0.002411842,0.115739822,0.067964554,0,0.010574341,-0.034776027,0.694614151,0.052678108,0.052678108,0.947321892,accra_66.tif,accra,2,10,1,
0,0.219769478,0.437552452,0.083512306,0.053414345,0,0,0.205751419,-0.405579038,-0.180793007,0.726816177,0.726816177,0.273183823,accra_67.tif,accra,2,10,1,
0,0.071136475,0.253668785,0.060167313,0.144602776,0.002315521,0,0.468109131,-0.456553185,-0.221593809,0.781945229,0.781945229,0.218054771,accra_68.tif,accra,2,10,1,
0.383810043,0.068134308,0.023614883,0,0.001218796,0.294127464,0.229094505,0,0.328239904,0.019235012,0.023614883,0.252709389,0.747290611,accra_69.tif,accra,2,10,1,
0,0.026961951,0.317423314,0.128060408,0.09572254,0.021791953,0,0.410039833,-0.388864734,-0.351040823,0.855523556,0.855523556,0.144476444,accra_7.tif,accra,2,10,1,
0,0.006863651,0.270111738,0.100662542,0.056623869,0.003289187,0,0.562449013,-0.543455173,-0.405102091,0.933223293,0.933223293,0.066776707,accra_9.tif,accra,2,10,1,
0,0.060064316,0.015042305,0.021161079,0.015395164,0,0.887640953,0.000696182,0.983446081,-0.64074922,0.036899567,0.92454052,0.07545948,adelaide_10.tif,adelaide,2,10,1,
0,0.127092361,0.024179459,0.01829052,0.033679962,0,0.796517372,0.000240326,0.928437796,-0.543539446,0.042710304,0.839227676,0.160772324,adelaide_12.tif,adelaide,2,10,1,
0,0.059353828,0.001167297,0.011659622,0.023785591,0,0.897453308,0.006580353,1.001704455,-0.653767109,0.019407272,0.91686058,0.08313942,adelaide_13.tif,adelaide,2,10,1,
0,0.152396202,0.010753632,0.027999878,0.026648521,0,0.779782295,0.002419472,0.924606866,-0.510370213,0.041172981,0.820955276,0.179044724,adelaide_14.tif,adelaide,2,10,1,
0,0.149265289,0.000409126,0.012500763,0.02405262,0,0.811029434,0.002742767,0.952282002,-0.537645561,0.015652657,0.826682091,0.173317909,adelaide_15.tif,adelaide,2,10,1,
0,0.029557341,0.00974945,0.022767154,0.114584406,0,0.813258412,0.010083237,1.003288795,-0.508377833,0.042599841,0.855858253,0.144141747,adelaide_16.tif,adelaide,2,10,1,
0.011725437,0.236797559,0.001948358,0.006955153,0.218759745,0,0.515358463,0.008455285,0.668749742,-0.086812209,0.017358796,0.532717259,0.467282741,adelaide_17.tif,adelaide,2,10,1,
0,0.006949955,0.005095871,0,0.012259465,0,0.974309869,0.001384841,1.113165327,-0.717921909,0.006480711,0.98079058,0.01920942,adelaide_2.tif,adelaide,2,10,1,
0,0,0,0.016186714,0,0,0.982557297,0.001255989,1.134746658,-0.733033625,0.017442703,1,0,adelaide_20.tif,adelaide,2,10,1,
0,0.009096329,0.038646978,0,0.002257839,0,0.943790035,0.006208818,1.089290967,-0.695902045,0.044855796,0.988645832,0.011354168,adelaide_21.tif,adelaide,2,10,1,
0,0.077575684,0,0.02512455,0.010361671,9.54E-07,0.88684082,9.63E-05,0.990533418,-0.645763834,0.025220871,0.912061691,0.087938309,adelaide_22.tif,adelaide,2,10,1,
0,0.067590714,0.006016731,0,0.011360168,6.87E-05,0.913879395,0.001084328,1.020037847,-0.661716019,0.007101059,0.920980453,0.079019547,adelaide_23.tif,adelaide,2,10,1,
0,0.112459183,0.004345894,0.00976181,0.035644531,0,0.829938889,0.007849693,0.965804782,-0.570340438,0.021957397,0.851896286,0.148103714,adelaide_24.tif,adelaide,2,10,1,
0,0.048326492,0,0,0.005981445,0,0.945609093,8.30E-05,1.081312952,-0.695583281,8.30E-05,0.945692062,0.054307938,adelaide_26.tif,adelaide,2,10,1,
0,0.086777167,0.003779724,0.01198519,0.035761861,0,0.859326692,0.002369365,1.01018621,-0.581913249,0.01813428,0.877460972,0.122539028,adelaide_27.tif,adelaide,2,10,1,
0,0.053518295,0.021683693,0.02113533,0.007017136,0,0.882736206,0.01390934,0.991535591,-0.646493866,0.056728363,0.939464569,0.060535431,adelaide_28.tif,adelaide,2,10,1,
0.009639749,0.103592018,0.000321389,0.065439287,0.051361133,0,0.768131035,0.00151539,0.940636927,-0.5201681,0.067276065,0.8354071,0.1645929,adelaide_29.tif,adelaide,2,10,1,
0,0.024751663,0,0.005104065,0.00315094,0,0.966853142,0.00014019,1.112009879,-0.717109386,0.005244255,0.972097397,0.027902603,adelaide_3.tif,adelaide,2,10,1,
0,0.028180122,0.02649498,0.016699791,0.019720078,0.000261307,0.904387474,0.004256248,1.039721766,-0.661389757,0.047451019,0.951838493,0.048161507,adelaide_31.tif,adelaide,2,10,1,
0,0.032993002,0,0.014283218,0.020129608,0,0.932368833,0.000225339,1.076645868,-0.69232117,0.014508557,0.94687739,0.05312261,adelaide_32.tif,adelaide,2,10,1,
0,0.175571813,0.018867943,0.018191771,0.018114522,0.010837813,0.757292683,0.001123455,0.909038585,-0.48876928,0.038183169,0.795475852,0.204524148,adelaide_33.tif,adelaide,2,10,1,
0.011110359,0.054479859,0.013313357,0.015701369,0.018797964,0,0.883175293,0.0034218,0.984849844,-0.641032798,0.032436526,0.915611818,0.084388182,adelaide_34.tif,adelaide,2,10,1,
0,0.049818086,0.012577069,0.01833536,0.042350809,0,0.872918961,0.003999714,0.9646719,-0.625241689,0.034912143,0.907831104,0.092168896,adelaide_37.tif,adelaide,2,10,1,
